"コード","銘柄名","市場","現在値","前日比(%)","株価(円)","株価騰落【率】(%)","時価総額(百万円)","出来高増加率(倍)"
"2266","六甲バター","東P","1188","-8.0(-0.67%)","1,188.0","-0.67","25,485","0.61"
"2267","ヤクルト本社","東P","2569.5","-27.5(-1.06%)","2,569.5","-1.06","853,036","0.73"
"2268","Ｂ―Ｒ　サーティワン　アイス","東S","4010","+5.0(+0.12%)","4,010.0","0.12","38,675","1.83"
"2269","明治ＨＬＤＧ","東P","3681.0","+56.0(+1.54%)","3,681.0","1.54","1,038,778","1.13"
"2270","雪印メグミルク","東P","3450","-40.0(-1.15%)","3,450.0","-1.15","244,094","0.74"
"2281","プリマハム","東P","2818","-7.0(-0.25%)","2,818.0","-0.25","142,378","0.49"
"2282","日本ハム","東P","6970.0","-76.0(-1.08%)","6,970.0","-1.08","690,692","0.64"
"2286","林兼産業","東S","773","+6.0(+0.78%)","773.0","0.78","6,887","1.16"
"2288","丸大食品","東P","2287","+7.0(+0.31%)","2,287.0","0.31","60,618","1.11"
"228A","オプロ","東G","2073","-12.0(-0.58%)","2,073.0","-0.58","4,831","3.31"
"2291","福留ハム","東S","643","-4.0(-0.62%)","643.0","-0.62","2,186","0.89"
"2292","Ｓ　ＦＯＯＤＳ","東P","3075","+30.0(+0.99%)","3,075.0","0.99","99,223","0.95"
"2293","滝沢ハム","東S","2906","+14.0(+0.48%)","2,906.0","0.48","6,108","1.62"
"2294","柿安本店","東P","2763","-35.0(-1.25%)","2,763.0","-1.25","34,390","1.13"
"2296","伊藤ハム米久ＨＬＤＧ","東P","6010","-10.0(-0.17%)","6,010.0","-0.17","345,401","0.65"
"2300","きょくとう","東S","529","-2.0(-0.38%)","529.0","-0.38","2,937","2.22"
"2301","学情","東P","1798","+10.0(+0.56%)","1,798.0","0.56","27,977","1.24"
"2303","ドーン","東S","2707","-27.0(-0.99%)","2,707.0","-0.99","8,933","3.22"
"2304","ＣＳＳ　ＨＬＤＧ","東S","1007","+10.0(+1.00%)","1,007.0","1.00","5,323","0.80"
"2305","スタジオアリス","東S","2016","-4.0(-0.20%)","2,016.0","-0.20","34,646","0.76"
"2307","クロスキャット","東P","1059","+7.0(+0.67%)","1,059.0","0.67","18,009","1.13"
"2311","エプコ","東S","844","+10.0(+1.20%)","844.0","1.20","7,863","0.96"
"2315","ＣＡＩＣＡ　ＤＩＧＩＴＡＬ","東S","103","+4.0(+4.04%)","103.0","4.04","15,595","0.78"
"2317","システナ","東P","518","+4.0(+0.78%)","518.0","0.78","220,606","1.00"
"231A","Ｃｒｏｓｓ　Ｅ　ＨＬＤＧ","福Q","1180","+10.0(+0.85%)","1,180.0","0.85","2,935","0.79"
"2321","ソフトフロントＨＬＤＧ","東G","217","+3.0(+1.40%)","217.0","1.40","11,278","0.25"
"2323","ｆｏｎｆｕｎ","東S","1313","+52.0(+4.12%)","1,313.0","4.12","9,320","0.41"
"2325","ＮＪＳ","東P","5010","-30.0(-0.60%)","5,010.0","-0.60","50,340","1.21"
"2326","デジタルアーツ","東P","5730","+170.0(+3.06%)","5,730.0","3.06","80,982","1.25"
"2327","日鉄ソリューションズ","東P","4653.0","+75.0(+1.64%)","4,653.0","1.64","851,508","1.54"
"2329","東北新社","東S","650","+1.0(+0.15%)","650.0","0.15","91,134","0.70"
"2330","フォーサイド","東S","175","+4.0(+2.34%)","175.0","2.34","7,645","0.90"
"2331","ＡＬＳＯＫ","東P","1240.5","+9.5(+0.77%)","1,240.5","0.77","632,903","1.66"
"2332","クエスト","東S","1849","+178.0(+10.65%)","1,849.0","10.65","10,147","31.14"
"2334","イオレ","東G","429","-11.0(-2.50%)","429.0","-2.50","16,411","0.99"
"2335","キューブシステム","東P","1101","+8.0(+0.73%)","1,101.0","0.73","17,341","1.27"
"2337","いちご","東P","407","-5.0(-1.21%)","407.0","-1.21","181,434","0.87"
"2338","クオンタムソリューションズ","東S","278","+2.0(+0.72%)","278.0","0.72","13,691","0.48"
"2340","極楽湯ＨＬＤＧ","東S","486","-1.0(-0.21%)","486.0","-0.21","15,326","1.03"
"2341","アルバイトタイムス","東S","189","+1.0(+0.53%)","189.0","0.53","5,186","0.27"
"2342","トランスジェニックグループ","東G","316","+22.0(+7.48%)","316.0","7.48","5,372","4.59"
"2344","平安レイサービス","東S","941","+5.0(+0.53%)","941.0","0.53","11,581","1.42"
"2345","クシム","東S","250","-12.0(-4.58%)","250.0","-4.58","4,652","0.87"
"2349","エヌアイデイ","東S","2322","+19.0(+0.83%)","2,322.0","0.83","30,440","0.60"
"2351","ＡＳＪ","東G","302","+0.0(+0.00%)","302.0","0.00","2,401","0.53"
"2353","日本駐車場開発","東P","284","+2.0(+0.71%)","284.0","0.71","98,945","0.90"
"2354","ＹＥ　ＤＩＧＩＴＡＬ","東S","849","+1.0(+0.12%)","849.0","0.12","15,559","1.95"
"2359","コア","東P","2105","-11.0(-0.52%)","2,105.0","-0.52","31,227","1.45"
"2370","メディネット","東G","33","+1.0(+3.13%)","33.0","3.13","8,736","2.72"
"2371","カカクコム","東P","2247.0","+4.0(+0.18%)","2,247.0","0.18","445,397","1.08"
"2373","ケア２１","東S","432","-1.0(-0.23%)","432.0","-0.23","6,413","2.16"
"2374","セントケアＨＬＤＧ","東P","1211","+0.0(+0.00%)","1,211.0","0.00","30,279","0.44"
"2375","ギグワークス","東S","227","+2.0(+0.89%)","227.0","0.89","5,023","0.51"
"2376","サイネックス","東S","740","-3.0(-0.40%)","740.0","-0.40","4,788","3.12"
"2378","ルネサンス","東P","1120","-2.0(-0.18%)","1,120.0","-0.18","23,944","1.08"
"2379","ディップ","東P","2120","+25.0(+1.19%)","2,120.0","1.19","127,497","0.91"
"2384","ＳＢＳ　ＨＬＤＧ","東P","3920","-45.0(-1.13%)","3,920.0","-1.13","155,695","1.76"
"2385","総医研ＨＬＤＧ","東G","260","+4.0(+1.56%)","260.0","1.56","6,801","0.78"
"2388","ウェッジＨＬＤＧ","東G","64","+0.0(+0.00%)","64.0","0.00","2,720","0.42"
"2389","デジタルＨＬＤＧ","東P","2010","-3.0(-0.15%)","2,010.0","-0.15","37,539","6.73"
"2391","プラネット","東S","1289","+2.0(+0.16%)","1,289.0","0.16","8,550","1.13"
"2393","日本ケアサプライ","東S","2392","+1.0(+0.04%)","2,392.0","0.04","38,841","1.76"
"2395","新日本科学","東P","1639","+8.0(+0.49%)","1,639.0","0.49","68,236","1.24"
"2404","鉄人化ＨＬＤＧ","東S","506","-6.0(-1.17%)","506.0","-1.17","6,992","1.20"
"2408","ＫＧ情報","東S","744","+10.0(+1.36%)","744.0","1.36","5,504","1.29"
"2410","キャリアデザインセンター","東P","2529","+6.0(+0.24%)","2,529.0","0.24","13,904","1.07"
"2411","ゲンダイエージェンシー","東S","503","+2.0(+0.40%)","503.0","0.40","6,187","4.42"
"2413","エムスリー","東P","2006.0","+35.0(+1.78%)","2,006.0","1.78","1,362,306","0.55"
"2415","ヒューマンＨＬＤＧ","東S","1941","-8.0(-0.41%)","1,941.0","-0.41","20,144","0.45"
"2418","ツカダ・グローバルＨＬＤＧ","東S","582","+0.0(+0.00%)","582.0","0.00","28,495","1.29"
"241A","ＲＯＸＸ","東G","583","+7.0(+1.22%)","583.0","1.22","4,240","0.58"
"2424","ブラス","東S","665","-1.0(-0.15%)","665.0","-0.15","3,797","2.00"
"2425","ケアサービス","東S","805","+4.0(+0.50%)","805.0","0.50","3,381","0.44"
"2428","ウェルネット","東S","667","+1.0(+0.15%)","667.0","0.15","12,940","1.35"
"2429","ワールドＨＬＤＧ","東P","2647","-32.0(-1.19%)","2,647.0","-1.19","47,679","1.35"
"2432","ディー・エヌ・エー","東P","2562.5","+13.0(+0.51%)","2,562.5","0.51","312,998","0.72"
"2433","博報堂ＤＹ　ＨＬＤＧ","東P","1201.5","+21.5(+1.82%)","1,201.5","1.82","468,056","0.87"
"2435","シダー","東S","216","+0.0(+0.00%)","216.0","0.00","2,479","0.80"
"2436","共同ピーアール","東S","1041","+13.0(+1.26%)","1,041.0","1.26","9,176","1.24"
"2437","Ｓｈｉｎｗａ　Ｗｉｓｅ　ＨＬＤ","東S","524","-16.0(-2.96%)","524.0","-2.96","5,773","0.34"
"2438","アスカネット","東G","397","-2.0(-0.50%)","397.0","-0.50","6,933","0.82"
"2440","ぐるなび","東S","173","+3.0(+1.76%)","173.0","1.76","9,844","1.26"
"2445","タカミヤ","東P","463","-18.0(-3.74%)","463.0","-3.74","21,569","1.57"
"2449","プラップジャパン","東S","1135","+10.0(+0.89%)","1,135.0","0.89","5,311","0.45"
"244A","グロースエクスパートナーズ","東G","1533","+2.0(+0.13%)","1,533.0","0.13","5,179","0.89"
"2454","オールアバウト","東S","397","+0.0(+0.00%)","397.0","0.00","5,647","2.73"
"2459","アウンコンサルティング","東S","240","+2.0(+0.84%)","240.0","0.84","1,801","2.42"
"245A","ＩＮＧＳ","東G","2913","-13.0(-0.44%)","2,913.0","-0.44","7,345","1.66"
"2461","ファンコミュニケーションズ","東P","494","-4.0(-0.80%)","494.0","-0.80","32,757","0.42"
"2462","ライク","東P","1537","+2.0(+0.13%)","1,537.0","0.13","31,454","1.18"
"2464","Ａｏｂａ−ＢＢＴ","東S","341","+2.0(+0.59%)","341.0","0.59","4,864","2.28"
"2467","ＶＬＣセキュリティ","名N","196","+4.0(+2.08%)","196.0","2.08","2,717","1.34"
"2469","ヒビノ","東S","3170","+70.0(+2.26%)","3,170.0","2.26","32,542","1.16"
"246A","アスア","東G","635","+4.0(+0.63%)","635.0","0.63","1,710","2.00"
"2471","エスプール","東P","263","+2.0(+0.77%)","263.0","0.77","20,779","1.34"
"2475","ＷＤＢ　ＨＬＤＧ","東P","1662","+0.0(+0.00%)","1,662.0","0.00","33,340","1.43"
"2477","手間いらず","東S","3180","-15.0(-0.47%)","3,180.0","-0.47","20,609","1.00"
"2479","ジェイテック","東S","254","+1.0(+0.40%)","254.0","0.40","2,177","2.71"
"247A","Ａｉロボティクス","東G","1451","+51.0(+3.64%)","1,451.0","3.64","91,616","1.36"
"2480","システム・ロケーション","東S","1713","+18.0(+1.06%)","1,713.0","1.06","6,115","0.34"
"2481","タウンニュース社","東S","683","+0.0(+0.00%)","683.0","0.00","3,808","0.25"
"2483","翻訳センター","東S","1915","-4.0(-0.21%)","1,915.0","-0.21","6,452","0.91"
"2484","出前館","東S","140","+2.0(+1.45%)","140.0","1.45","15,733","0.68"
"2485","ティア","東S","522","+5.0(+0.97%)","522.0","0.97","11,750","0.95"
"2488","ＪＴＰ","東S","1378","+2.0(+0.15%)","1,378.0","0.15","8,289","1.02"
"2489","アドウェイズ","東S","275","+10.0(+3.77%)","275.0","3.77","11,552","1.31"
"248A","キッズスター","東G","1887","+4.0(+0.21%)","1,887.0","0.21","4,903","0.45"
"2491","バリューコマース","東P","669","-4.0(-0.59%)","669.0","-0.59","23,061","0.68"
"2492","インフォマート","東P","461","+3.0(+0.66%)","461.0","0.66","119,598","0.54"
"2493","イーサポートリンク","東S","1003","+0.0(+0.00%)","1,003.0","0.00","4,438","0.81"
"2497","ユナイテッド","東G","545","+7.0(+1.30%)","545.0","1.30","22,025","1.40"
"2498","オリエンタルコンサルタンツＨＤ","東S","3210","-15.0(-0.47%)","3,210.0","-0.47","39,675","1.58"
"2499","日本和装ＨＬＤＧ","東S","366","-2.0(-0.54%)","366.0","-0.54","3,343","1.89"
"2501","サッポロＨＬＤＧ","東P","1694.0","+22.0(+1.32%)","1,694.0","1.32","667,388","0.89"
"2502","アサヒグループＨＬＤＧ","東P","1647.0","-4.0(-0.24%)","1,647.0","-0.24","2,505,103","1.11"
"2503","キリンＨＬＤＧ","東P","2455.5","-24.0(-0.97%)","2,455.5","-0.97","2,244,327","1.33"
"250A","シマダヤ","東S","1793","-7.0(-0.39%)","1,793.0","-0.39","27,264","1.33"
"2531","宝ＨＬＤＧ","東P","1635.5","-12.5(-0.76%)","1,635.5","-0.76","322,606","0.66"
"2533","オエノンＨＬＤＧ","東P","508","-3.0(-0.59%)","508.0","-0.59","33,318","0.81"
"253A","ＥＴＳグループ","東S","1160","-22.0(-1.86%)","1,160.0","-1.86","7,388","1.12"
"2540","養命酒製造","東P","4310","-40.0(-0.92%)","4,310.0","-0.92","71,115","0.48"
"254A","ＡＩ　フュージョンキャピタルグ","東S","901","+8.0(+0.90%)","901.0","0.90","8,742","0.62"
"2551","マルサンアイ","名M","3550","-25.0(-0.70%)","3,550.0","-0.70","8,151","3.00"
"255A","ジーエルテクノＨＬＤＧ","東S","3415","+10.0(+0.29%)","3,415.0","0.29","46,721","0.72"
"256A","飛島ＨＬＤＧ","東P","2587","+11.0(+0.43%)","2,587.0","0.43","49,737","0.99"
"2573","北海道コカ・コーラボトリング","東S","3980","-15.0(-0.38%)","3,980.0","-0.38","54,160","1.42"
"2579","コカ・コーラボトラーズＪＰＨＤ","東P","3361.0","-45.0(-1.32%)","3,361.0","-1.32","575,634","1.30"
"2585","ライフドリンク　カンパニー","東P","1802","-19.0(-1.04%)","1,802.0","-1.04","94,296","0.80"
"2586","フルッタフルッタ","東G","147","+0.0(+0.00%)","147.0","0.00","14,976","0.44"
"2587","サントリー食品インターナショナ","東P","4979.0","-35.0(-0.70%)","4,979.0","-0.70","1,538,511","0.74"
"2588","プレミアムウォーターＨＬＤＧ","東S","3350","-45.0(-1.33%)","3,350.0","-1.33","103,099","3.82"
"2590","ダイドーグループＨＬＤＧ","東P","2530","+10.0(+0.40%)","2,530.0","0.40","83,837","0.75"
"2593","伊藤園","東P","3082.0","-37.0(-1.19%)","3,082.0","-1.19","362,010","1.39"
"2594","キーコーヒー","東P","2000","-6.0(-0.30%)","2,000.0","-0.30","45,378","1.10"
"2597","ユニカフェ","東S","1023","-2.0(-0.20%)","1,023.0","-0.20","14,188","0.67"
"259A","ケイ・ウノ","名N","1392","+11.0(+0.80%)","1,392.0","0.80","1,469","0.54"
"2602","日清オイリオグループ","東P","5630","+0.0(+0.00%)","5,630.0","0.00","189,823","0.72"
"2607","不二製油","東P","4082.0","+18.0(+0.44%)","4,082.0","0.44","357,458","1.54"
"2612","かどや製油","東S","4010","+10.0(+0.25%)","4,010.0","0.25","37,694","0.62"
"2613","Ｊ―オイルミルズ","東P","2039","-25.0(-1.21%)","2,039.0","-1.21","68,324","1.14"
"261A","日水コン","東S","2458","-7.0(-0.28%)","2,458.0","-0.28","29,167","1.00"
"262A","インターメスティック","東P","1817","+7.0(+0.39%)","1,817.0","0.39","55,600","0.66"
"264A","Ｓｃｈｏｏ","東G","660","+20.0(+3.13%)","660.0","3.13","8,382","1.28"
"2652","まんだらけ","東S","350","-2.0(-0.57%)","350.0","-0.57","12,663","1.34"
"2653","イオン九州","東S","2905","-2.0(-0.07%)","2,905.0","-0.07","101,191","1.27"
"2654","アスモ","東S","400","+2.0(+0.50%)","400.0","0.50","6,058","1.05"
"2656","ベクターＨＬＤＧ","東S","127","-2.0(-1.55%)","127.0","-1.55","3,178","0.52"
"2659","サンエー","東P","3040","-20.0(-0.65%)","3,040.0","-0.65","194,448","1.10"
"265A","Ｈｍｃｏｍｍ","東G","1052","+24.0(+2.33%)","1,052.0","2.33","4,310","0.40"
"2664","カワチ薬品","東P","3100","+25.0(+0.81%)","3,100.0","0.81","76,209","0.72"
"2666","オートウェーブ","東S","173","+0.0(+0.00%)","173.0","0.00","2,500","0.39"
"2667","イメージワン","東S","283","-20.0(-6.60%)","283.0","-6.60","3,689","0.33"
"2668","タビオ","東S","1299","-4.0(-0.31%)","1,299.0","-0.31","8,851","0.81"
"2669","カネ美食品","東S","3535","+5.0(+0.14%)","3,535.0","0.14","35,350","0.50"
"2670","エービーシー・マート","東P","2452.5","-17.5(-0.71%)","2,452.5","-0.71","607,285","1.19"
"2673","夢みつけ隊","東S","201","+6.0(+3.08%)","201.0","3.08","2,102","0.69"
"2674","ハードオフコーポレーション","東P","2063","-20.0(-0.96%)","2,063.0","-0.96","28,787","1.35"
"2676","高千穂交易","東P","2100","+19.0(+0.91%)","2,100.0","0.91","42,722","0.96"
"2678","アスクル","東P","1389","-7.0(-0.50%)","1,389.0","-0.50","124,692","1.83"
"2681","ゲオＨＬＤＧ","東P","1889","+13.0(+0.69%)","1,889.0","0.69","75,151","0.64"
"2683","魚喜","東S","1000","+4.0(+0.40%)","1,000.0","0.40","2,556","1.19"
"2685","アンドエスティＨＤ","東P","2858","+19.0(+0.67%)","2,858.0","0.67","139,470","1.19"
"2686","ジーフット","東S","292","+0.0(+0.00%)","292.0","0.00","12,434","0.26"
"2687","シー・ヴイ・エス・ベイエリア","東S","521","+2.0(+0.39%)","521.0","0.39","2,638","1.00"
"2689","オルバヘルスケアＨＬＤＧ","東S","2112","+9.0(+0.43%)","2,112.0","0.43","13,200","1.29"
"268A","リガク・ＨＬＤＧ","東P","1250","-71.0(-5.37%)","1,250.0","-5.37","287,969","0.71"
"2692","伊藤忠食品","東P","11880","-310.0(-2.54%)","11,880.0","-2.54","151,114","0.89"
"2693","ＹＫＴ","東S","233","-1.0(-0.43%)","233.0","-0.43","2,774","1.36"
"2694","焼肉坂井ＨＬＤＧ","東S","72","+0.0(+0.00%)","72.0","0.00","17,270","1.03"
"2695","くら寿司","東P","3470","+15.0(+0.43%)","3,470.0","0.43","143,657","1.07"
"2698","キャンドゥ","東S","3420","-5.0(-0.15%)","3,420.0","-0.15","57,354","0.72"
"269A","Ｓａｐｅｅｔ","東G","2175","-38.0(-1.72%)","2,175.0","-1.72","3,430","0.31"
"2700","木徳神糧","東S","2620","+30.0(+1.16%)","2,620.0","1.16","22,349","0.75"
"2702","日本マクドナルドＨＬＤＧ","東S","6750","+40.0(+0.60%)","6,750.0","0.60","897,480","0.81"
"2705","大戸屋ＨＬＤＧ","東S","6410","+30.0(+0.47%)","6,410.0","0.47","46,558","0.77"
"2708","久世","東S","2164","-1.0(-0.05%)","2,164.0","-0.05","10,011","0.34"
"2721","ジェイＨＬＤＧ","東S","199","+15.0(+8.15%)","199.0","8.15","1,936","3.57"
"2722","ＩＫＨＬＤＧ","東S","387","-1.0(-0.26%)","387.0","-0.26","3,215","1.95"
"2726","パルグループＨＬＤＧ","東P","1721","+3.0(+0.17%)","1,721.0","0.17","318,536","0.93"
"272A","グリーンクロスＨＬＤＧ","福","1383","+1.0(+0.07%)","1,383.0","0.07","12,482","1.26"
"2730","エディオン","東P","2153","-5.0(-0.23%)","2,153.0","-0.23","241,148","1.37"
"2733","あらた","東P","3145","+0.0(+0.00%)","3,145.0","0.00","113,401","0.59"
"2734","サーラコーポレーション","東P","1107","+18.0(+1.65%)","1,107.0","1.65","73,108","1.73"
"2735","ワッツ","東S","660","-4.0(-0.60%)","660.0","-0.60","8,883","1.28"
"2736","フェスタリアＨＬＤＧ","東S","603","-1.0(-0.17%)","603.0","-0.17","2,189","0.82"
"2737","トーメンデバイス","東P","14610","-100.0(-0.68%)","14,610.0","-0.68","99,377","0.55"
"2742","ハローズ","東P","4715","+50.0(+1.07%)","4,715.0","1.07","101,289","0.97"
"2747","北雄ラッキー","東S","3245","+10.0(+0.31%)","3,245.0","0.31","4,104","11.00"
"2749","ＪＰ　ＨＬＤＧ","東P","711","+1.0(+0.14%)","711.0","0.14","62,461","0.94"
"274A","ガーデン","東S","2355","+5.0(+0.21%)","2,355.0","0.21","16,533","1.15"
"2750","石光商事","東S","1370","+40.0(+3.01%)","1,370.0","3.01","10,960","4.89"
"2751","テンポスＨＬＤＧ","東S","3790","-5.0(-0.13%)","3,790.0","-0.13","54,253","0.42"
"2752","フジオフードグループ本社","東P","1079","+10.0(+0.94%)","1,079.0","0.94","55,318","0.46"
"2753","あみやき亭","東P","1406","-1.0(-0.07%)","1,406.0","-0.07","28,888","0.60"
"275A","ハンワホームズ","名N","408","+1.0(+0.25%)","408.0","0.25","994","0.05"
"2760","東京エレクトロン　デバイス","東P","3620","-45.0(-1.23%)","3,620.0","-1.23","113,438","0.40"
"2762","ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ","東S","100","+2.0(+2.04%)","100.0","2.04","3,976","1.72"
"2763","エフティグループ","東S","1277","+6.0(+0.47%)","1,277.0","0.47","38,747","0.89"
"2764","ひらまつ","東S","133","+1.0(+0.76%)","133.0","0.76","9,940","0.81"
"2767","円谷フィールズＨＬＤＧ","東P","1851","+62.0(+3.47%)","1,851.0","3.47","121,109","0.96"
"2768","双日","東P","5695.0","-112.0(-1.93%)","5,695.0","-1.93","1,195,950","1.01"
"2769","ヴィレッジヴァンガードコーポレ","東S","978","+3.0(+0.31%)","978.0","0.31","7,689","0.32"
"276A","ククレブ・アドバイザーズ","東G","2570","+46.0(+1.82%)","2,570.0","1.82","13,098","0.66"
"2776","新都ＨＬＤＧ","東S","132","+2.0(+1.54%)","132.0","1.54","7,046","0.49"
"2778","パレモＨＬＤＧ","東S","158","-3.0(-1.86%)","158.0","-1.86","1,904","0.46"
"277A","グロービング","東G","2702","-75.0(-2.70%)","2,702.0","-2.70","77,623","1.48"
"2780","コメ兵ＨＬＤＧ","東S","3525","+110.0(+3.22%)","3,525.0","3.22","39,681","1.50"
"2782","セリア","東S","3840","+20.0(+0.52%)","3,840.0","0.52","291,226","0.55"
"2784","アルフレッサＨＬＤＧ","東P","2593.0","+25.5(+0.99%)","2,593.0","0.99","496,041","1.05"
"2788","アップルインターナショナル","東S","360","+2.0(+0.56%)","360.0","0.56","4,990","0.53"
"2789","カルラ","東S","493","-1.0(-0.20%)","493.0","-0.20","2,968","1.07"
"278A","Ｔｅｒｒａ　Ｄｒｏｎｅ","東G","2663","-37.0(-1.37%)","2,663.0","-1.37","25,879","0.79"
"2790","ナフコ","東S","2222","-15.0(-0.67%)","2,222.0","-0.67","66,181","1.97"
